Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_DONT_MAP_MASTER;DTX_SECTIONSFIXED;DTX_ALPHA_MASK;DTX_FULLBRITE;Unknown;Surface Flag;Texture Group;Software Alpha Cutoff;Software Average Alpha;Unknown1;Unknown2;Unknown3;Unknown4;Unknown5;Unknown6;Unknown7;Unknown8;Light String
Blood2\TEXTURES\REDS\STUCCOA5.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\STUCCOA6.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\STUCCOBROWN.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBADS.DTX;0;DTX_VERSION_LT1;128;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBCAR1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBCAR2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBCAR3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBCAR4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBCAR5.DTX;0;DTX_VERSION_LT1;64;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBDOORS.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR3.DTX;0;DTX_VERSION_LT1;64;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR5.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBINTERIOR6.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBSEAT1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;90;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUBSEAT2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;90;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SUPPLYHOSE.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\SWITCH1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TABLETOP.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANFORMICA1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANFORMICA2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANFORMICA3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANFORMICA4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANMRBL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TANREDDIAMND.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TATTOOS.DTX;0;DTX_VERSION_LT1;128;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TELEMARKETING.DTX;0;DTX_VERSION_LT1;128;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TEMPLEDOOR.DTX;0;DTX_VERSION_LT1;128;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;4;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TEMPLEDOORA.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TEMPLEDOORB.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKI.DTX;0;DTX_VERSION_LT1;128;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIA1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIA2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIB1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIB2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIC1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKIC2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKID1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERIYAKID2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;60;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TERR13.DTX;0;DTX_VERSION_LT1;256;256;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;70;0;8;0;0;0;202;120;26;185;70;115;
Blood2\TEXTURES\REDS\TESTING.DTX;0;DTX_VERSION_LT1;64;32;2;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;20;2;8;128;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TRAINCONTROL.DTX;0;DTX_VERSION_LT1;128;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TREEBRK.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TRESPASS.DTX;0;DTX_VERSION_LT1;64;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TRIMSKULLS.DTX;0;DTX_VERSION_LT1;64;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TRIMSPIDER.DTX;0;DTX_VERSION_LT1;128;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TSTATIONDOOR.DTX;0;DTX_VERSION_LT1;64;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\TVBIG.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\USESTAIRS.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;90;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\VBRNSLAT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\VENT1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\VENTSHAFT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;20;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\VROSLAT2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\VROSSLAT.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WAINSCOT1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WAINSCOT2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WALLPAPER1A.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;30;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WALLPAPER1B.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WALLPAPER1C.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WALLPAPER1D.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WARNING.DTX;0;DTX_VERSION_LT1;64;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBLOOD.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WATERBROWN10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WDBEAM1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WDPANL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WDPANL2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WHITESPOT.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WOODCREST1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WOODFLOOR.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WOODTRIM1.DTX;0;DTX_VERSION_LT1;128;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\WRENCH.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;20;2;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\YELLOWMRBL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\YELLOWTILE3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;0;8;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\YELLOWTILE4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;10;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\REDS\YLOWD.DTX;0;DTX_VERSION_LT1;128;128;4;'0000000000000000;;;;;0;30;0;0;0;0;0;3;85;45;104;102;258;
Blood2\TEXTURES\SKY\ALIENPLNT1.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;139;5;32;19;103;169;
Blood2\TEXTURES\SKY\ALIENPLNT2.DTX;0;DTX_VERSION_LT1;64;64;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;54;142;36;38;218;211;
Blood2\TEXTURES\SKY\BUIL_D_56.DTX;0;DTX_VERSION_LT1;32;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;29;128;23;130;9;126;
Blood2\TEXTURES\SKY\BUIL_D_57.DTX;0;DTX_VERSION_LT1;32;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;71;185;22;27;28;115;
Blood2\TEXTURES\SKY\BUIL_D_59.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;3;197;9;5;238;22;
Blood2\TEXTURES\SKY\BUIL_D_59B.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;180;176;36;186;103;180;
Blood2\TEXTURES\SKY\BUIL_D_60.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;217;65;59;251;63;347;
Blood2\TEXTURES\SKY\CLOUD01.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;60;198;5;196;25;38;
Blood2\TEXTURES\SKY\CLOUD02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;225;223;6;57;157;40;
Blood2\TEXTURES\SKY\CLOUD03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;119;183;6;68;239;41;
Blood2\TEXTURES\SKY\CLOUD03B.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;119;183;6;68;239;41;
Blood2\TEXTURES\SKY\CLOUD04.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;129;76;36;87;116;175;
Blood2\TEXTURES\SKY\CLOUD05.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;29;6;46;244;87;249;
Blood2\TEXTURES\SKY\CLOUD06.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;197;201;66;193;140;386;
Blood2\TEXTURES\SKY\CLOUD06S.DTX;0;DTX_VERSION_LT1;64;64;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;203;94;67;73;245;391;
Blood2\TEXTURES\SKY\CLOUD06S2.DTX;0;DTX_VERSION_LT1;64;64;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;19;35;27;8;65;141;
Blood2\TEXTURES\SKY\CLOUD06SC.DTX;0;DTX_VERSION_LT1;64;64;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;203;94;67;73;245;391;
Blood2\TEXTURES\SKY\CLOUD07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;205;188;45;8;222;286;
Blood2\TEXTURES\SKY\CLOUD07B.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;205;188;45;8;222;286;
Blood2\TEXTURES\SKY\CLOUD08.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;90;233;49;88;34;325;
Blood2\TEXTURES\SKY\CLOUD09.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;157;218;35;19;83;224;
Blood2\TEXTURES\SKY\CLOUD10.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;120;25;58;210;194;447;
Blood2\TEXTURES\SKY\CLOUD10B.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;120;25;58;210;194;447;
Blood2\TEXTURES\SKY\FBLDGSMALL1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;0;0;0;0;0;16;141;4;15;100;6;
Blood2\TEXTURES\SKY\FBLDGSMALL2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;0;0;0;0;0;203;138;4;65;108;6;
Blood2\TEXTURES\SKY\FBLDGSMALL7.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;0;0;0;0;0;116;180;15;211;207;44;
Blood2\TEXTURES\SKY\HORIZON1.DTX;0;DTX_VERSION_LT1;256;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;0;8;0;0;0;196;125;74;161;197;553;
Blood2\TEXTURES\SKY\HORIZON4.DTX;0;DTX_VERSION_LT1;256;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;8;0;0;0;140;10;68;68;154;436;
Blood2\TEXTURES\SKY\LIGHTNING1.DTX;0;DTX_VERSION_LT1;256;256;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;16;201;33;18;0;238;
Blood2\TEXTURES\SKY\MOON.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\TEXTURES\SKY\MOON1.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;133;21;42;109;15;225;
Blood2\TEXTURES\SKY\MOON2.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;155;48;65;243;51;495;
Blood2\TEXTURES\SKY\MOON3.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;231;156;36;208;27;127;
Blood2\TEXTURES\SKY\MOONGLOW.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;40;62;17;2;75;91;
Blood2\TEXTURES\SKY\ROOFTOPS2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;129;253;62;249;126;349;
Blood2\TEXTURES\SKY\STARZ1.DTX;0;DTX_VERSION_LT1;128;128;1;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;27;146;6;132;25;39;
Blood2\TEXTURES\SKY\STARZ2.DTX;0;DTX_VERSION_LT1;128;128;1;'0010100000000000;DTX_DONT_MAP_MASTER ;DTX_SECTIONSFIXED ;;;0;110;2;8;0;0;0;167;162;7;212;101;44;
Blood2\TEXTURES\SKY\STORMY1.DTX;0;DTX_VERSION_LT1;256;256;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;5;13;11;159;168;39;
Blood2\TEXTURES\SKY\STORMY2.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;110;2;8;0;0;0;253;36;17;39;107;72;
Blood2\TEXTURES\SKY\SUNNYCLOUDS1.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;8;0;0;0;140;10;68;68;154;436;
Blood2\TEXTURES\SKY\SUNNYCLOUDS2.DTX;0;DTX_VERSION_LT1;256;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;8;0;0;0;140;10;68;68;154;436;
Blood2\TEXTURES_MULTIPATCH\CEMETERY1.DTX;0;DTX_VERSION_LT1;128;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;10;0;0;0;0;0;234;9;24;156;177;111;
Blood2\TEXTURES_MULTIPATCH\FUNERAL1.DTX;0;DTX_VERSION_LT1;128;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;30;0;0;0;0;0;203;238;26;97;158;74;
Blood2\TEXTURES_MULTIPATCH\MAUS1.DTX;0;DTX_VERSION_LT1;64;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;10;0;0;0;0;0;18;206;2;78;142;10;
